,ihs_match,PRODUCT,ROUTE,TECHNOLOGY,LICENSOR
2121,"PROPYLENE, POLYMER GRADE FROM ETHYLENE AND N-BUTYLENES BY DISPROPORTIONATION",PROPYLENE,STEAM-CRACKING,STEAM CRACKING,BRAUN CF
2102,"PROPYLENE, POLYMER GRADE FROM ETHYLENE BY DISPROPORTIONATION",PROPYLENE,STEAM-CRACKING,STEAM CRACKING,BRAUN CF
2101,"PROPYLENE, POLYMER GRADE FROM PROPANE BY CATALYTIC DEHYDROGENATION",PROPYLENE,STEAM-CRACKING,STEAM CRACKING,BRAUN CF
2124,"PROPYLENE, POLYMER GRADE FROM REFINERY GRADE PROPYLENE (66 WT % C3H6)",PROPYLENE,STEAM-CRACKING,STEAM CRACKING,BRAUN CF
2096,"PROPYLENE, POLYMER GRADE PRODUCTION FROM C4",PROPYLENE,STEAM-CRACKING,STEAM CRACKING,BRAUN CF
2097,"PROPYLENE, POLYMER GRADE VIA HS-FCC PROCESS",PROPYLENE,STEAM-CRACKING,STEAM CRACKING,BRAUN CF
2098,"PROPYLENE, POLYMER GRADE VIA INDMAX PROCESS",PROPYLENE,STEAM-CRACKING,STEAM CRACKING,BRAUN CF
2099,"PROPYLENE, POLYMER GRADE VIA MCC PROCESS",PROPYLENE,STEAM-CRACKING,STEAM CRACKING,BRAUN CF
2100,"PROPYLENE, POLYMER GRADE VIA MOBIL OLEFIN INTERCONVERSION PROCESS",PROPYLENE,STEAM-CRACKING,STEAM CRACKING,BRAUN CF
2103,"PROPYLENE, POLYMER GRADE, VIA LIGHT OLEFINS SUPERFLEX PROCESS",PROPYLENE,STEAM-CRACKING,STEAM CRACKING,BRAUN CF
2123,COAL TO PROPYLENE PROCESS,PROPYLENE,STEAM-CRACKING,STEAM CRACKING,CNPC
2104,COAL TO PROPYLENE PROCESS BY SIEMENS GASIFIER,PROPYLENE,STEAM-CRACKING,STEAM CRACKING,CNPC
2131,LIGNITE TO PROPYLENE PROCESS BY SHELL GASIFIER,PROPYLENE,STEAM-CRACKING,STEAM CRACKING,CNPC
2132,METHANOL TO PROPYLENE BY THE LURGI MTP PROCESS,PROPYLENE,STEAM-CRACKING,STEAM CRACKING,CNPC
2135,METHANOL TO PROPYLENE BY THE LURGI MTP PROCESS UPDATED,PROPYLENE,STEAM-CRACKING,STEAM CRACKING,CNPC
2134,PROPYLENE BY THE LURGI METHANOL TO PROPYLENE PROCESS,PROPYLENE,STEAM-CRACKING,STEAM CRACKING,CNPC
2133,PROPYLENE FROM ETHYLENE VIA DIMERIZATION AND OCT,PROPYLENE,STEAM-CRACKING,STEAM CRACKING,CNPC
2129,PROPYLENE FROM NATURAL GAS BY THE LURGI MTP PROCESS,PROPYLENE,STEAM-CRACKING,STEAM CRACKING,CNPC
2128,PROPYLENE FROM PROPANE BY OLEFLEX DEHYDROGENATION PROCESS,PROPYLENE,STEAM-CRACKING,STEAM CRACKING,CNPC
2127,PROPYLENE FROM PROPANE BY THE CATOFIN PROCESS,PROPYLENE,STEAM-CRACKING,STEAM CRACKING,CNPC
2126,PROPYLENE FROM PROPANE BY THE DOW FCDH PROCESS,PROPYLENE,STEAM-CRACKING,STEAM CRACKING,CNPC
2125,PROPYLENE FROM PROPANE BY THE LINDE/BASF PDH PROCESS,PROPYLENE,STEAM-CRACKING,STEAM CRACKING,CNPC
2130,PROPYLENE FROM PROPANE BY THE OLEFLEX PROCESS,PROPYLENE,STEAM-CRACKING,STEAM CRACKING,CNPC
2122,PROPYLENE FROM PROPANE BY THE SNAMPROGETTI/YARSINTEZ FBD-3 PROCESS,PROPYLENE,STEAM-CRACKING,STEAM CRACKING,CNPC
2105,PROPYLENE FROM PROPANE BY THE UHDE STAR PROCESS,PROPYLENE,STEAM-CRACKING,STEAM CRACKING,CNPC
2106,PROPYLENE FROM SUPERFLEX PROCESS,PROPYLENE,STEAM-CRACKING,STEAM CRACKING,CNPC
2107,"PROPYLENE FROM WIDE RANGE NAPHTHA, MAXIMUM PROPYLENE, FRONT END DEPROPANIZER WITH GAS TURBINE DRIVER",PROPYLENE,STEAM-CRACKING,STEAM CRACKING,CNPC
2108,PROPYLENE PRODUCTION BY THE JGC/MCC DTP™ PROCESS,PROPYLENE,STEAM-CRACKING,STEAM CRACKING,CNPC
2109,PROPYLENE PRODUCTION FROM METATHESIS PROCESS BY LYONDELLBASELL,PROPYLENE,STEAM-CRACKING,STEAM CRACKING,CNPC
2110,PROPYLENE PRODUCTION FROM OCP™ PROCESS BY TOTAL/UOP,PROPYLENE,STEAM-CRACKING,STEAM CRACKING,CNPC
2111,PROPYLENE PRODUCTION FROM OMEGA™ PROCESS BY ASAHI,PROPYLENE,STEAM-CRACKING,STEAM CRACKING,CNPC
2112,PROPYLENE PRODUCTION FROM PROPANE BY THE CATOFIN PROCESS,PROPYLENE,STEAM-CRACKING,STEAM CRACKING,CNPC
2113,PROPYLENE VIA CB&I/LUMMUS SCC FCC PROCESS,PROPYLENE,STEAM-CRACKING,STEAM CRACKING,CNPC
2114,PROPYLENE VIA KBR MAXOFIN™ FCC PROCESS,PROPYLENE,STEAM-CRACKING,STEAM CRACKING,CNPC
2115,PROPYLENE VIA UOP PETROFCC™ PROCESS,PROPYLENE,STEAM-CRACKING,STEAM CRACKING,CNPC
2116,"PROPYLENE, POLYMER GRADE BY LUMMUS CATOFIN PROCESS",PROPYLENE,STEAM-CRACKING,STEAM CRACKING,CNPC
2117,"PROPYLENE, POLYMER GRADE BY REVAMP INDMAX PROCESS",PROPYLENE,STEAM-CRACKING,STEAM CRACKING,CNPC
2118,"PROPYLENE, POLYMER GRADE BY THYSSENKRUPP STAR PROCESS",PROPYLENE,STEAM-CRACKING,STEAM CRACKING,CNPC
2119,"PROPYLENE, POLYMER GRADE BY UOP OLEFLEX PROCESS",PROPYLENE,STEAM-CRACKING,STEAM CRACKING,CNPC
2120,"PROPYLENE, POLYMER GRADE FROM ETHYLENE AND BUTYLENES BY METATHESIS",PROPYLENE,STEAM-CRACKING,STEAM CRACKING,CNPC
2121,"PROPYLENE, POLYMER GRADE FROM ETHYLENE AND N-BUTYLENES BY DISPROPORTIONATION",PROPYLENE,STEAM-CRACKING,STEAM CRACKING,CNPC
2102,"PROPYLENE, POLYMER GRADE FROM ETHYLENE BY DISPROPORTIONATION",PROPYLENE,STEAM-CRACKING,STEAM CRACKING,CNPC
2101,"PROPYLENE, POLYMER GRADE FROM PROPANE BY CATALYTIC DEHYDROGENATION",PROPYLENE,STEAM-CRACKING,STEAM CRACKING,CNPC
2124,"PROPYLENE, POLYMER GRADE FROM REFINERY GRADE PROPYLENE (66 WT % C3H6)",PROPYLENE,STEAM-CRACKING,STEAM CRACKING,CNPC
2096,"PROPYLENE, POLYMER GRADE PRODUCTION FROM C4",PROPYLENE,STEAM-CRACKING,STEAM CRACKING,CNPC
2097,"PROPYLENE, POLYMER GRADE VIA HS-FCC PROCESS",PROPYLENE,STEAM-CRACKING,STEAM CRACKING,CNPC
2098,"PROPYLENE, POLYMER GRADE VIA INDMAX PROCESS",PROPYLENE,STEAM-CRACKING,STEAM CRACKING,CNPC
2099,"PROPYLENE, POLYMER GRADE VIA MCC PROCESS",PROPYLENE,STEAM-CRACKING,STEAM CRACKING,CNPC
2100,"PROPYLENE, POLYMER GRADE VIA MOBIL OLEFIN INTERCONVERSION PROCESS",PROPYLENE,STEAM-CRACKING,STEAM CRACKING,CNPC
2103,"PROPYLENE, POLYMER GRADE, VIA LIGHT OLEFINS SUPERFLEX PROCESS",PROPYLENE,STEAM-CRACKING,STEAM CRACKING,CNPC
2123,COAL TO PROPYLENE PROCESS,PROPYLENE,STEAM-CRACKING,STEAM CRACKING,DOW
2104,COAL TO PROPYLENE PROCESS BY SIEMENS GASIFIER,PROPYLENE,STEAM-CRACKING,STEAM CRACKING,DOW
2131,LIGNITE TO PROPYLENE PROCESS BY SHELL GASIFIER,PROPYLENE,STEAM-CRACKING,STEAM CRACKING,DOW
2132,METHANOL TO PROPYLENE BY THE LURGI MTP PROCESS,PROPYLENE,STEAM-CRACKING,STEAM CRACKING,DOW
2135,METHANOL TO PROPYLENE BY THE LURGI MTP PROCESS UPDATED,PROPYLENE,STEAM-CRACKING,STEAM CRACKING,DOW
2134,PROPYLENE BY THE LURGI METHANOL TO PROPYLENE PROCESS,PROPYLENE,STEAM-CRACKING,STEAM CRACKING,DOW
2133,PROPYLENE FROM ETHYLENE VIA DIMERIZATION AND OCT,PROPYLENE,STEAM-CRACKING,STEAM CRACKING,DOW
2129,PROPYLENE FROM NATURAL GAS BY THE LURGI MTP PROCESS,PROPYLENE,STEAM-CRACKING,STEAM CRACKING,DOW
2128,PROPYLENE FROM PROPANE BY OLEFLEX DEHYDROGENATION PROCESS,PROPYLENE,STEAM-CRACKING,STEAM CRACKING,DOW
2127,PROPYLENE FROM PROPANE BY THE CATOFIN PROCESS,PROPYLENE,STEAM-CRACKING,STEAM CRACKING,DOW
2126,PROPYLENE FROM PROPANE BY THE DOW FCDH PROCESS,PROPYLENE,STEAM-CRACKING,STEAM CRACKING,DOW
2125,PROPYLENE FROM PROPANE BY THE LINDE/BASF PDH PROCESS,PROPYLENE,STEAM-CRACKING,STEAM CRACKING,DOW
2130,PROPYLENE FROM PROPANE BY THE OLEFLEX PROCESS,PROPYLENE,STEAM-CRACKING,STEAM CRACKING,DOW
2122,PROPYLENE FROM PROPANE BY THE SNAMPROGETTI/YARSINTEZ FBD-3 PROCESS,PROPYLENE,STEAM-CRACKING,STEAM CRACKING,DOW
2105,PROPYLENE FROM PROPANE BY THE UHDE STAR PROCESS,PROPYLENE,STEAM-CRACKING,STEAM CRACKING,DOW
2106,PROPYLENE FROM SUPERFLEX PROCESS,PROPYLENE,STEAM-CRACKING,STEAM CRACKING,DOW
2107,"PROPYLENE FROM WIDE RANGE NAPHTHA, MAXIMUM PROPYLENE, FRONT END DEPROPANIZER WITH GAS TURBINE DRIVER",PROPYLENE,STEAM-CRACKING,STEAM CRACKING,DOW
2108,PROPYLENE PRODUCTION BY THE JGC/MCC DTP™ PROCESS,PROPYLENE,STEAM-CRACKING,STEAM CRACKING,DOW
2109,PROPYLENE PRODUCTION FROM METATHESIS PROCESS BY LYONDELLBASELL,PROPYLENE,STEAM-CRACKING,STEAM CRACKING,DOW
2110,PROPYLENE PRODUCTION FROM OCP™ PROCESS BY TOTAL/UOP,PROPYLENE,STEAM-CRACKING,STEAM CRACKING,DOW
2111,PROPYLENE PRODUCTION FROM OMEGA™ PROCESS BY ASAHI,PROPYLENE,STEAM-CRACKING,STEAM CRACKING,DOW
2112,PROPYLENE PRODUCTION FROM PROPANE BY THE CATOFIN PROCESS,PROPYLENE,STEAM-CRACKING,STEAM CRACKING,DOW
2113,PROPYLENE VIA CB&I/LUMMUS SCC FCC PROCESS,PROPYLENE,STEAM-CRACKING,STEAM CRACKING,DOW
2114,PROPYLENE VIA KBR MAXOFIN™ FCC PROCESS,PROPYLENE,STEAM-CRACKING,STEAM CRACKING,DOW
2115,PROPYLENE VIA UOP PETROFCC™ PROCESS,PROPYLENE,STEAM-CRACKING,STEAM CRACKING,DOW
2116,"PROPYLENE, POLYMER GRADE BY LUMMUS CATOFIN PROCESS",PROPYLENE,STEAM-CRACKING,STEAM CRACKING,DOW
2117,"PROPYLENE, POLYMER GRADE BY REVAMP INDMAX PROCESS",PROPYLENE,STEAM-CRACKING,STEAM CRACKING,DOW
2118,"PROPYLENE, POLYMER GRADE BY THYSSENKRUPP STAR PROCESS",PROPYLENE,STEAM-CRACKING,STEAM CRACKING,DOW
2119,"PROPYLENE, POLYMER GRADE BY UOP OLEFLEX PROCESS",PROPYLENE,STEAM-CRACKING,STEAM CRACKING,DOW
2120,"PROPYLENE, POLYMER GRADE FROM ETHYLENE AND BUTYLENES BY METATHESIS",PROPYLENE,STEAM-CRACKING,STEAM CRACKING,DOW
2121,"PROPYLENE, POLYMER GRADE FROM ETHYLENE AND N-BUTYLENES BY DISPROPORTIONATION",PROPYLENE,STEAM-CRACKING,STEAM CRACKING,DOW
2102,"PROPYLENE, POLYMER GRADE FROM ETHYLENE BY DISPROPORTIONATION",PROPYLENE,STEAM-CRACKING,STEAM CRACKING,DOW
2101,"PROPYLENE, POLYMER GRADE FROM PROPANE BY CATALYTIC DEHYDROGENATION",PROPYLENE,STEAM-CRACKING,STEAM CRACKING,DOW
2124,"PROPYLENE, POLYMER GRADE FROM REFINERY GRADE PROPYLENE (66 WT % C3H6)",PROPYLENE,STEAM-CRACKING,STEAM CRACKING,DOW
2096,"PROPYLENE, POLYMER GRADE PRODUCTION FROM C4",PROPYLENE,STEAM-CRACKING,STEAM CRACKING,DOW
2097,"PROPYLENE, POLYMER GRADE VIA HS-FCC PROCESS",PROPYLENE,STEAM-CRACKING,STEAM CRACKING,DOW
2098,"PROPYLENE, POLYMER GRADE VIA INDMAX PROCESS",PROPYLENE,STEAM-CRACKING,STEAM CRACKING,DOW
2099,"PROPYLENE, POLYMER GRADE VIA MCC PROCESS",PROPYLENE,STEAM-CRACKING,STEAM CRACKING,DOW
2100,"PROPYLENE, POLYMER GRADE VIA MOBIL OLEFIN INTERCONVERSION PROCESS",PROPYLENE,STEAM-CRACKING,STEAM CRACKING,DOW
2103,"PROPYLENE, POLYMER GRADE, VIA LIGHT OLEFINS SUPERFLEX PROCESS",PROPYLENE,STEAM-CRACKING,STEAM CRACKING,DOW
2123,COAL TO PROPYLENE PROCESS,PROPYLENE,STEAM-CRACKING,STEAM CRACKING,EXXON
2104,COAL TO PROPYLENE PROCESS BY SIEMENS GASIFIER,PROPYLENE,STEAM-CRACKING,STEAM CRACKING,EXXON
2131,LIGNITE TO PROPYLENE PROCESS BY SHELL GASIFIER,PROPYLENE,STEAM-CRACKING,STEAM CRACKING,EXXON
2132,METHANOL TO PROPYLENE BY THE LURGI MTP PROCESS,PROPYLENE,STEAM-CRACKING,STEAM CRACKING,EXXON
2135,METHANOL TO PROPYLENE BY THE LURGI MTP PROCESS UPDATED,PROPYLENE,STEAM-CRACKING,STEAM CRACKING,EXXON
2134,PROPYLENE BY THE LURGI METHANOL TO PROPYLENE PROCESS,PROPYLENE,STEAM-CRACKING,STEAM CRACKING,EXXON
2133,PROPYLENE FROM ETHYLENE VIA DIMERIZATION AND OCT,PROPYLENE,STEAM-CRACKING,STEAM CRACKING,EXXON
2129,PROPYLENE FROM NATURAL GAS BY THE LURGI MTP PROCESS,PROPYLENE,STEAM-CRACKING,STEAM CRACKING,EXXON
2128,PROPYLENE FROM PROPANE BY OLEFLEX DEHYDROGENATION PROCESS,PROPYLENE,STEAM-CRACKING,STEAM CRACKING,EXXON
2127,PROPYLENE FROM PROPANE BY THE CATOFIN PROCESS,PROPYLENE,STEAM-CRACKING,STEAM CRACKING,EXXON
2126,PROPYLENE FROM PROPANE BY THE DOW FCDH PROCESS,PROPYLENE,STEAM-CRACKING,STEAM CRACKING,EXXON
2125,PROPYLENE FROM PROPANE BY THE LINDE/BASF PDH PROCESS,PROPYLENE,STEAM-CRACKING,STEAM CRACKING,EXXON
2130,PROPYLENE FROM PROPANE BY THE OLEFLEX PROCESS,PROPYLENE,STEAM-CRACKING,STEAM CRACKING,EXXON
2122,PROPYLENE FROM PROPANE BY THE SNAMPROGETTI/YARSINTEZ FBD-3 PROCESS,PROPYLENE,STEAM-CRACKING,STEAM CRACKING,EXXON
2105,PROPYLENE FROM PROPANE BY THE UHDE STAR PROCESS,PROPYLENE,STEAM-CRACKING,STEAM CRACKING,EXXON
2106,PROPYLENE FROM SUPERFLEX PROCESS,PROPYLENE,STEAM-CRACKING,STEAM CRACKING,EXXON
2107,"PROPYLENE FROM WIDE RANGE NAPHTHA, MAXIMUM PROPYLENE, FRONT END DEPROPANIZER WITH GAS TURBINE DRIVER",PROPYLENE,STEAM-CRACKING,STEAM CRACKING,EXXON
2108,PROPYLENE PRODUCTION BY THE JGC/MCC DTP™ PROCESS,PROPYLENE,STEAM-CRACKING,STEAM CRACKING,EXXON
2109,PROPYLENE PRODUCTION FROM METATHESIS PROCESS BY LYONDELLBASELL,PROPYLENE,STEAM-CRACKING,STEAM CRACKING,EXXON
2110,PROPYLENE PRODUCTION FROM OCP™ PROCESS BY TOTAL/UOP,PROPYLENE,STEAM-CRACKING,STEAM CRACKING,EXXON
2111,PROPYLENE PRODUCTION FROM OMEGA™ PROCESS BY ASAHI,PROPYLENE,STEAM-CRACKING,STEAM CRACKING,EXXON
2112,PROPYLENE PRODUCTION FROM PROPANE BY THE CATOFIN PROCESS,PROPYLENE,STEAM-CRACKING,STEAM CRACKING,EXXON
2113,PROPYLENE VIA CB&I/LUMMUS SCC FCC PROCESS,PROPYLENE,STEAM-CRACKING,STEAM CRACKING,EXXON
2114,PROPYLENE VIA KBR MAXOFIN™ FCC PROCESS,PROPYLENE,STEAM-CRACKING,STEAM CRACKING,EXXON
2115,PROPYLENE VIA UOP PETROFCC™ PROCESS,PROPYLENE,STEAM-CRACKING,STEAM CRACKING,EXXON
2116,"PROPYLENE, POLYMER GRADE BY LUMMUS CATOFIN PROCESS",PROPYLENE,STEAM-CRACKING,STEAM CRACKING,EXXON
2117,"PROPYLENE, POLYMER GRADE BY REVAMP INDMAX PROCESS",PROPYLENE,STEAM-CRACKING,STEAM CRACKING,EXXON
2118,"PROPYLENE, POLYMER GRADE BY THYSSENKRUPP STAR PROCESS",PROPYLENE,STEAM-CRACKING,STEAM CRACKING,EXXON
2119,"PROPYLENE, POLYMER GRADE BY UOP OLEFLEX PROCESS",PROPYLENE,STEAM-CRACKING,STEAM CRACKING,EXXON
2120,"PROPYLENE, POLYMER GRADE FROM ETHYLENE AND BUTYLENES BY METATHESIS",PROPYLENE,STEAM-CRACKING,STEAM CRACKING,EXXON
2121,"PROPYLENE, POLYMER GRADE FROM ETHYLENE AND N-BUTYLENES BY DISPROPORTIONATION",PROPYLENE,STEAM-CRACKING,STEAM CRACKING,EXXON
2102,"PROPYLENE, POLYMER GRADE FROM ETHYLENE BY DISPROPORTIONATION",PROPYLENE,STEAM-CRACKING,STEAM CRACKING,EXXON
2101,"PROPYLENE, POLYMER GRADE FROM PROPANE BY CATALYTIC DEHYDROGENATION",PROPYLENE,STEAM-CRACKING,STEAM CRACKING,EXXON
2124,"PROPYLENE, POLYMER GRADE FROM REFINERY GRADE PROPYLENE (66 WT % C3H6)",PROPYLENE,STEAM-CRACKING,STEAM CRACKING,EXXON
2096,"PROPYLENE, POLYMER GRADE PRODUCTION FROM C4",PROPYLENE,STEAM-CRACKING,STEAM CRACKING,EXXON
2097,"PROPYLENE, POLYMER GRADE VIA HS-FCC PROCESS",PROPYLENE,STEAM-CRACKING,STEAM CRACKING,EXXON
2098,"PROPYLENE, POLYMER GRADE VIA INDMAX PROCESS",PROPYLENE,STEAM-CRACKING,STEAM CRACKING,EXXON
2099,"PROPYLENE, POLYMER GRADE VIA MCC PROCESS",PROPYLENE,STEAM-CRACKING,STEAM CRACKING,EXXON
2100,"PROPYLENE, POLYMER GRADE VIA MOBIL OLEFIN INTERCONVERSION PROCESS",PROPYLENE,STEAM-CRACKING,STEAM CRACKING,EXXON
2103,"PROPYLENE, POLYMER GRADE, VIA LIGHT OLEFINS SUPERFLEX PROCESS",PROPYLENE,STEAM-CRACKING,STEAM CRACKING,EXXON
2123,COAL TO PROPYLENE PROCESS,PROPYLENE,STEAM-CRACKING,STEAM CRACKING,KBR INC
2104,COAL TO PROPYLENE PROCESS BY SIEMENS GASIFIER,PROPYLENE,STEAM-CRACKING,STEAM CRACKING,KBR INC
2131,LIGNITE TO PROPYLENE PROCESS BY SHELL GASIFIER,PROPYLENE,STEAM-CRACKING,STEAM CRACKING,KBR INC
2132,METHANOL TO PROPYLENE BY THE LURGI MTP PROCESS,PROPYLENE,STEAM-CRACKING,STEAM CRACKING,KBR INC
2135,METHANOL TO PROPYLENE BY THE LURGI MTP PROCESS UPDATED,PROPYLENE,STEAM-CRACKING,STEAM CRACKING,KBR INC
2134,PROPYLENE BY THE LURGI METHANOL TO PROPYLENE PROCESS,PROPYLENE,STEAM-CRACKING,STEAM CRACKING,KBR INC
2133,PROPYLENE FROM ETHYLENE VIA DIMERIZATION AND OCT,PROPYLENE,STEAM-CRACKING,STEAM CRACKING,KBR INC
2129,PROPYLENE FROM NATURAL GAS BY THE LURGI MTP PROCESS,PROPYLENE,STEAM-CRACKING,STEAM CRACKING,KBR INC
2128,PROPYLENE FROM PROPANE BY OLEFLEX DEHYDROGENATION PROCESS,PROPYLENE,STEAM-CRACKING,STEAM CRACKING,KBR INC
2127,PROPYLENE FROM PROPANE BY THE CATOFIN PROCESS,PROPYLENE,STEAM-CRACKING,STEAM CRACKING,KBR INC
2126,PROPYLENE FROM PROPANE BY THE DOW FCDH PROCESS,PROPYLENE,STEAM-CRACKING,STEAM CRACKING,KBR INC
2125,PROPYLENE FROM PROPANE BY THE LINDE/BASF PDH PROCESS,PROPYLENE,STEAM-CRACKING,STEAM CRACKING,KBR INC
2130,PROPYLENE FROM PROPANE BY THE OLEFLEX PROCESS,PROPYLENE,STEAM-CRACKING,STEAM CRACKING,KBR INC
2122,PROPYLENE FROM PROPANE BY THE SNAMPROGETTI/YARSINTEZ FBD-3 PROCESS,PROPYLENE,STEAM-CRACKING,STEAM CRACKING,KBR INC
2105,PROPYLENE FROM PROPANE BY THE UHDE STAR PROCESS,PROPYLENE,STEAM-CRACKING,STEAM CRACKING,KBR INC
2106,PROPYLENE FROM SUPERFLEX PROCESS,PROPYLENE,STEAM-CRACKING,STEAM CRACKING,KBR INC
2107,"PROPYLENE FROM WIDE RANGE NAPHTHA, MAXIMUM PROPYLENE, FRONT END DEPROPANIZER WITH GAS TURBINE DRIVER",PROPYLENE,STEAM-CRACKING,STEAM CRACKING,KBR INC
2108,PROPYLENE PRODUCTION BY THE JGC/MCC DTP™ PROCESS,PROPYLENE,STEAM-CRACKING,STEAM CRACKING,KBR INC
2109,PROPYLENE PRODUCTION FROM METATHESIS PROCESS BY LYONDELLBASELL,PROPYLENE,STEAM-CRACKING,STEAM CRACKING,KBR INC
2110,PROPYLENE PRODUCTION FROM OCP™ PROCESS BY TOTAL/UOP,PROPYLENE,STEAM-CRACKING,STEAM CRACKING,KBR INC
2111,PROPYLENE PRODUCTION FROM OMEGA™ PROCESS BY ASAHI,PROPYLENE,STEAM-CRACKING,STEAM CRACKING,KBR INC
2112,PROPYLENE PRODUCTION FROM PROPANE BY THE CATOFIN PROCESS,PROPYLENE,STEAM-CRACKING,STEAM CRACKING,KBR INC
2113,PROPYLENE VIA CB&I/LUMMUS SCC FCC PROCESS,PROPYLENE,STEAM-CRACKING,STEAM CRACKING,KBR INC
2114,PROPYLENE VIA KBR MAXOFIN™ FCC PROCESS,PROPYLENE,STEAM-CRACKING,STEAM CRACKING,KBR INC
2115,PROPYLENE VIA UOP PETROFCC™ PROCESS,PROPYLENE,STEAM-CRACKING,STEAM CRACKING,KBR INC
2116,"PROPYLENE, POLYMER GRADE BY LUMMUS CATOFIN PROCESS",PROPYLENE,STEAM-CRACKING,STEAM CRACKING,KBR INC
2117,"PROPYLENE, POLYMER GRADE BY REVAMP INDMAX PROCESS",PROPYLENE,STEAM-CRACKING,STEAM CRACKING,KBR INC
2118,"PROPYLENE, POLYMER GRADE BY THYSSENKRUPP STAR PROCESS",PROPYLENE,STEAM-CRACKING,STEAM CRACKING,KBR INC
2119,"PROPYLENE, POLYMER GRADE BY UOP OLEFLEX PROCESS",PROPYLENE,STEAM-CRACKING,STEAM CRACKING,KBR INC
2120,"PROPYLENE, POLYMER GRADE FROM ETHYLENE AND BUTYLENES BY METATHESIS",PROPYLENE,STEAM-CRACKING,STEAM CRACKING,KBR INC
2121,"PROPYLENE, POLYMER GRADE FROM ETHYLENE AND N-BUTYLENES BY DISPROPORTIONATION",PROPYLENE,STEAM-CRACKING,STEAM CRACKING,KBR INC
2102,"PROPYLENE, POLYMER GRADE FROM ETHYLENE BY DISPROPORTIONATION",PROPYLENE,STEAM-CRACKING,STEAM CRACKING,KBR INC
2101,"PROPYLENE, POLYMER GRADE FROM PROPANE BY CATALYTIC DEHYDROGENATION",PROPYLENE,STEAM-CRACKING,STEAM CRACKING,KBR INC
2124,"PROPYLENE, POLYMER GRADE FROM REFINERY GRADE PROPYLENE (66 WT % C3H6)",PROPYLENE,STEAM-CRACKING,STEAM CRACKING,KBR INC
2096,"PROPYLENE, POLYMER GRADE PRODUCTION FROM C4",PROPYLENE,STEAM-CRACKING,STEAM CRACKING,KBR INC
2097,"PROPYLENE, POLYMER GRADE VIA HS-FCC PROCESS",PROPYLENE,STEAM-CRACKING,STEAM CRACKING,KBR INC
2098,"PROPYLENE, POLYMER GRADE VIA INDMAX PROCESS",PROPYLENE,STEAM-CRACKING,STEAM CRACKING,KBR INC
2099,"PROPYLENE, POLYMER GRADE VIA MCC PROCESS",PROPYLENE,STEAM-CRACKING,STEAM CRACKING,KBR INC
2100,"PROPYLENE, POLYMER GRADE VIA MOBIL OLEFIN INTERCONVERSION PROCESS",PROPYLENE,STEAM-CRACKING,STEAM CRACKING,KBR INC
2103,"PROPYLENE, POLYMER GRADE, VIA LIGHT OLEFINS SUPERFLEX PROCESS",PROPYLENE,STEAM-CRACKING,STEAM CRACKING,KBR INC
2123,COAL TO PROPYLENE PROCESS,PROPYLENE,STEAM-CRACKING,STEAM CRACKING,KELLOGG
2104,COAL TO PROPYLENE PROCESS BY SIEMENS GASIFIER,PROPYLENE,STEAM-CRACKING,STEAM CRACKING,KELLOGG
2131,LIGNITE TO PROPYLENE PROCESS BY SHELL GASIFIER,PROPYLENE,STEAM-CRACKING,STEAM CRACKING,KELLOGG
2132,METHANOL TO PROPYLENE BY THE LURGI MTP PROCESS,PROPYLENE,STEAM-CRACKING,STEAM CRACKING,KELLOGG
2135,METHANOL TO PROPYLENE BY THE LURGI MTP PROCESS UPDATED,PROPYLENE,STEAM-CRACKING,STEAM CRACKING,KELLOGG
2134,PROPYLENE BY THE LURGI METHANOL TO PROPYLENE PROCESS,PROPYLENE,STEAM-CRACKING,STEAM CRACKING,KELLOGG
2133,PROPYLENE FROM ETHYLENE VIA DIMERIZATION AND OCT,PROPYLENE,STEAM-CRACKING,STEAM CRACKING,KELLOGG
2129,PROPYLENE FROM NATURAL GAS BY THE LURGI MTP PROCESS,PROPYLENE,STEAM-CRACKING,STEAM CRACKING,KELLOGG
2128,PROPYLENE FROM PROPANE BY OLEFLEX DEHYDROGENATION PROCESS,PROPYLENE,STEAM-CRACKING,STEAM CRACKING,KELLOGG
2127,PROPYLENE FROM PROPANE BY THE CATOFIN PROCESS,PROPYLENE,STEAM-CRACKING,STEAM CRACKING,KELLOGG
2126,PROPYLENE FROM PROPANE BY THE DOW FCDH PROCESS,PROPYLENE,STEAM-CRACKING,STEAM CRACKING,KELLOGG
2125,PROPYLENE FROM PROPANE BY THE LINDE/BASF PDH PROCESS,PROPYLENE,STEAM-CRACKING,STEAM CRACKING,KELLOGG
2130,PROPYLENE FROM PROPANE BY THE OLEFLEX PROCESS,PROPYLENE,STEAM-CRACKING,STEAM CRACKING,KELLOGG
2122,PROPYLENE FROM PROPANE BY THE SNAMPROGETTI/YARSINTEZ FBD-3 PROCESS,PROPYLENE,STEAM-CRACKING,STEAM CRACKING,KELLOGG
2105,PROPYLENE FROM PROPANE BY THE UHDE STAR PROCESS,PROPYLENE,STEAM-CRACKING,STEAM CRACKING,KELLOGG
2106,PROPYLENE FROM SUPERFLEX PROCESS,PROPYLENE,STEAM-CRACKING,STEAM CRACKING,KELLOGG
2107,"PROPYLENE FROM WIDE RANGE NAPHTHA, MAXIMUM PROPYLENE, FRONT END DEPROPANIZER WITH GAS TURBINE DRIVER",PROPYLENE,STEAM-CRACKING,STEAM CRACKING,KELLOGG
